00:14:bf:eb:81:5d,00:22:b0:68:05:36,02:2c:2c:36:bb:34,20:c9:d0:aa:22:68,20:c9:d0:aa:22:69,22:e2:30:f4:40:5d,34:fc:b9:ee:20:20,34:fc:b9:ee:20:21,34:fc:b9:ee:da:a0,34:fc:b9:ee:da:a1,34:fc:b9:ee:da:b0,34:fc:b9:ee:da:b1,38:72:c0:47:8a:af,38:d5:47:73:ef:f8,38:d5:47:73:ef:fc,40:b0:34:b2:2c:a2,40:e3:d6:b1:b2:c0,40:e3:d6:b1:b2:c1,40:e3:d6:b1:b2:d0,40:e3:d6:b1:b2:d1,40:e3:d6:b2:47:40,40:e3:d6:b2:47:41,40:e3:d6:b2:47:50,40:e3:d6:b2:47:51,40:e3:d6:b2:49:a0,40:e3:d6:b2:49:a1,40:e3:d6:b2:49:b0,40:e3:d6:b2:49:b1,40:e3:d6:b2:4d:40,40:e3:d6:b2:4d:41,40:e3:d6:b2:4d:50,40:e3:d6:b2:4d:51,40:e3:d6:b2:54:20,40:e3:d6:b2:54:21,40:e3:d6:b2:54:23,40:e3:d6:b2:54:30,40:e3:d6:b2:54:31,40:e3:d6:b2:54:33,54:b8:0a:12:e7:ae,60:e3:27:be:73:bc,6a:14:01:38:a9:9f,90:94:e4:3d:43:98,_id,a8:bd:27:6a:a5:c0,a8:bd:27:6a:a5:c1,a8:bd:27:6a:a5:d0,a8:bd:27:6a:a5:d1,a8:bd:27:6a:a8:e0,a8:bd:27:6a:a8:e1,a8:bd:27:6a:a8:f0,a8:bd:27:6a:a8:f1,a8:bd:27:6a:b5:40,a8:bd:27:6a:b5:41,a8:bd:27:6a:b5:50,a8:bd:27:6a:b5:51,a8:bd:27:6a:c1:c0,a8:bd:27:6a:c1:c1,a8:bd:27:6a:c1:d0,a8:bd:27:6a:c1:d1,a8:bd:27:6a:c6:60,a8:bd:27:6a:c6:61,a8:bd:27:6a:c6:70,a8:bd:27:6a:c6:71,ac:a3:1e:df:0a:60,ac:a3:1e:df:0a:61,ac:a3:1e:df:0a:70,ac:a3:1e:df:0a:71,ac:a3:1e:df:3b:40,ac:a3:1e:df:3b:41,ac:a3:1e:df:43:20,ac:a3:1e:df:43:21,ac:a3:1e:df:43:30,ac:a3:1e:df:43:31,ac:a3:1e:df:46:20,ac:a3:1e:df:46:21,e4:8d:8c:9d:a2:ca,f4:f2:6d:c4:fc:72,lat,lng,waypoint_id
-81.0,-82.0,,-87,-86,,,,-74.0,-75.0,-74.0,-74.0,,-88.0,-85.0,,-94.0,,,,-72.0,-72.0,-58,,-91.0,-88.0,-86.0,-85.0,-81.0,-81.0,-70.0,-71.0,-81.0,-78.0,-80.0,-70.0,-69.0,-70.0,,-54.0,,-89.0,5af9b52d1a6fb44971564e80,,,,,-81.0,-80.0,-68.0,-68.0,,,,,-81.0,-82.0,-78.0,-78.0,-78.0,-76.0,-73,-73,-79.0,,-74.0,-74.0,-90.0,-91.0,,,,,,,-84.0,-90,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-81.0,-82.0,,-87,-86,,,,-74.0,-75.0,-74.0,-74.0,,-88.0,-85.0,,-94.0,,,,-72.0,-72.0,-58,,-91.0,-88.0,-86.0,-85.0,-81.0,-81.0,-70.0,-71.0,-81.0,-78.0,-80.0,-70.0,-69.0,-70.0,,-54.0,,-89.0,5af9b52f1a6fb44971564e81,,,,,-81.0,-80.0,-68.0,-68.0,,,,,-81.0,-82.0,-78.0,-78.0,-78.0,-76.0,-73,-73,-79.0,,-74.0,-74.0,-90.0,-91.0,,,,,,,-84.0,-90,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-84.0,,,-90,-85,,,,-74.0,-75.0,-75.0,-74.0,-89.0,-85.0,-84.0,,-94.0,,,,-67.0,-66.0,-57,,-91.0,-88.0,-86.0,-85.0,-81.0,-81.0,-73.0,-73.0,-76.0,-77.0,-76.0,-71.0,-71.0,-70.0,,-53.0,,-89.0,5af9b5311a6fb44971564e82,,,,,-79.0,-79.0,-65.0,-65.0,,,,,-77.0,-82.0,-78.0,-78.0,-78.0,-76.0,-75,-76,-76.0,-75.0,-72.0,-71.0,-90.0,-91.0,,,,,-96.0,-92.0,-86.0,-89,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-84.0,,,-90,-85,,,,-74.0,-75.0,-75.0,-74.0,-89.0,-85.0,-84.0,,-94.0,,,,-67.0,-66.0,-57,,-91.0,-88.0,-86.0,-85.0,-81.0,-81.0,-73.0,-73.0,-76.0,-77.0,-76.0,-71.0,-71.0,-70.0,,-53.0,,-89.0,5af9b5321a6fb44971564e83,,,,,-79.0,-79.0,-65.0,-65.0,,,,,-77.0,-82.0,-78.0,-78.0,-78.0,-76.0,-75,-76,-76.0,-75.0,-72.0,-71.0,-90.0,-91.0,,,,,-96.0,-92.0,-86.0,-89,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-82.0,,,-90,-85,,,,-75.0,-76.0,-75.0,-76.0,-89.0,-85.0,-86.0,,,,,,-64.0,-66.0,-57,,-91.0,-88.0,-86.0,-85.0,-75.0,-81.0,-73.0,-73.0,-76.0,-77.0,-74.0,-70.0,-70.0,-70.0,,-50.0,,-89.0,5af9b5341a6fb44971564e84,,,,,-76.0,-79.0,-65.0,-65.0,,,,,-77.0,,-77.0,-77.0,-78.0,,-73,-74,-76.0,-75.0,-70.0,-70.0,-90.0,-91.0,,,,,-96.0,-92.0,-84.0,-90,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-82.0,,,-90,-85,,,,-75.0,-76.0,-75.0,-76.0,-89.0,-85.0,-86.0,,,,,,-64.0,-66.0,-57,,-91.0,-88.0,-86.0,-85.0,-75.0,-81.0,-73.0,-73.0,-76.0,-77.0,-74.0,-70.0,-70.0,-70.0,,-50.0,,-89.0,5af9b5351a6fb44971564e85,,,,,-76.0,-79.0,-65.0,-65.0,,,,,-77.0,,-77.0,-77.0,-78.0,,-73,-74,-76.0,-75.0,-70.0,-70.0,-90.0,-91.0,,,,,-96.0,-92.0,-84.0,-90,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-80.0,,,-90,-85,,,,-75.0,-76.0,-73.0,-73.0,-89.0,-85.0,-87.0,,,,,,-67.0,-67.0,-58,,,,-86.0,-86.0,-76.0,-76.0,-66.0,-66.0,-76.0,-77.0,-79.0,-80.0,-80.0,-78.0,,-49.0,,,5af9b5371a6fb44971564e86,,,,,-76.0,-79.0,-66.0,-66.0,,,,,-79.0,-80.0,-77.0,-77.0,-78.0,,-73,-73,-80.0,-80.0,-67.0,-67.0,,,,,,,-96.0,-92.0,-84.0,-93,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-80.0,,,-90,-85,,,,-75.0,-76.0,-73.0,-73.0,-89.0,-85.0,-87.0,,,,,,-67.0,-67.0,-58,,,,-86.0,-86.0,-76.0,-76.0,-66.0,-66.0,-76.0,-77.0,-79.0,-80.0,-80.0,-78.0,,-49.0,,,5af9b5391a6fb44971564e87,,,,,-76.0,-79.0,-66.0,-66.0,,,,,-79.0,-80.0,-77.0,-77.0,-78.0,,-73,-73,-80.0,-80.0,-67.0,-67.0,,,,,,,-96.0,-92.0,-84.0,-93,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-85.0,,,-90,-84,-89.0,,,-75.0,-76.0,-77.0,-76.0,,-83.0,-85.0,,,,,,-64.0,-67.0,-59,,-90.0,-89.0,,-86.0,-76.0,-76.0,-68.0,-68.0,-75.0,-75.0,-74.0,-76.0,-75.0,-76.0,,-53.0,,,5af9b53c1a6fb44971564e88,,,,,-74.0,-76.0,-66.0,-66.0,,,,,-79.0,-80.0,-78.0,-78.0,-84.0,-84.0,-75,-75,-67.0,-80.0,-69.0,-68.0,,,,,,,,,-84.0,-91,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-81.0,-87.0,,-91,-80,-89.0,,,,,-77.0,-77.0,,-83.0,-86.0,-92.0,,,,,-74.0,-74.0,-58,,-90.0,-89.0,,-86.0,-76.0,-76.0,-72.0,-72.0,-72.0,-69.0,-72.0,-72.0,-72.0,-71.0,,-51.0,,,5af9b53f1a6fb44971564e89,,,,,-76.0,-77.0,-63.0,-63.0,,,,,-80.0,-80.0,-78.0,-78.0,-85.0,-84.0,-75,-74,-69.0,-69.0,-67.0,-67.0,,,,,,,,,-84.0,-91,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-89.0,-87.0,,-92,-84,-89.0,,,,,-73.0,-73.0,,-83.0,-85.0,-92.0,,,,,-68.0,-74.0,-55,,-90.0,-89.0,-84.0,-86.0,-76.0,,-69.0,-69.0,-72.0,-69.0,-72.0,-72.0,-72.0,-71.0,,-51.0,,,5af9b5441a6fb44971564e8a,,,,,-76.0,-77.0,-69.0,-69.0,,,,,-80.0,-80.0,-76.0,-76.0,-81.0,-82.0,-73,-72,-76.0,-69.0,-68.0,-68.0,,,,,,,,,-86.0,-92,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-89.0,-87.0,,-87,-84,,,,,,-76.0,-77.0,,-82.0,-88.0,-92.0,-93.0,-91.0,,,-63.0,-64.0,-54,,,,-84.0,-86.0,-76.0,,-66.0,-66.0,-73.0,-69.0,-73.0,-70.0,-70.0,-69.0,,-62.0,,,5af9b5471a6fb44971564e8b,,,,,-74.0,-77.0,-65.0,-65.0,,,,,-80.0,-80.0,-76.0,-76.0,-84.0,-84.0,-74,-74,-74.0,-69.0,-71.0,-71.0,,,,,,,,,-86.0,-92,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-75.0,-86.0,,-79,-66,-84.0,,,,,-81.0,-82.0,,-91.0,-88.0,,,,,,-53.0,-58.0,-48,,-79.0,-82.0,-81.0,-80.0,-71.0,,-65.0,-65.0,,,-86.0,-80.0,-81.0,-81.0,,-77.0,,-80.0,5af9b5671a6fb44971564e8c,,,,,-76.0,-76.0,-73.0,-73.0,,,,,-69.0,-70.0,-71.0,-71.0,-84.0,-83.0,-73,-82,-79.0,-79.0,-79.0,-79.0,,,,,,,,,-84.0,-72,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-78.0,-86.0,,-76,-75,-84.0,,,,,-80.0,-81.0,,,-88.0,,,,,,-61.0,-60.0,-54,,-79.0,-82.0,-81.0,-80.0,-71.0,,-76.0,-75.0,,,-88.0,-80.0,,-89.0,,-75.0,,-80.0,5af9b5681a6fb44971564e8d,,,,,-92.0,-92.0,-86.0,-87.0,,,,,-74.0,-74.0,-71.0,-71.0,-90.0,-90.0,-76,-77,,,-84.0,-86.0,,,,,,,,,-84.0,-85,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-78.0,-86.0,,-76,-75,-84.0,,,,,-80.0,-81.0,,,-88.0,,,,,,-61.0,-60.0,-54,,-79.0,-82.0,-81.0,-80.0,-71.0,,-76.0,-75.0,,,-88.0,-80.0,,-89.0,,-75.0,,-80.0,5af9b56b1a6fb44971564e8e,,,,,-92.0,-92.0,-86.0,-87.0,,,,,-74.0,-74.0,-71.0,-71.0,-90.0,-90.0,-76,-77,,,-84.0,-86.0,,,,,,,,,-84.0,-85,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-78.0,,,-83,-74,-84.0,,,,,-79.0,-78.0,,,-88.0,,,,,,-64.0,-60.0,-55,,-79.0,-82.0,-86.0,-88.0,-88.0,-88.0,-70.0,-71.0,-89.0,-87.0,-87.0,-82.0,-84.0,-84.0,,-75.0,,-80.0,5af9b56c1a6fb44971564e8f,,,,,-92.0,-92.0,-81.0,-81.0,,,,,-73.0,-74.0,-67.0,-71.0,-90.0,-90.0,-72,-73,,,-84.0,-86.0,,,,,,,,,-84.0,-82,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-78.0,,,-83,-74,-84.0,,,,,-79.0,-78.0,,,-88.0,,,,,,-64.0,-60.0,-55,,-79.0,-82.0,-86.0,-88.0,-88.0,-88.0,-70.0,-71.0,-89.0,-87.0,-87.0,-82.0,-84.0,-84.0,,-75.0,,-80.0,5af9b56e1a6fb44971564e90,,,,,-92.0,-92.0,-81.0,-81.0,,,,,-73.0,-74.0,-67.0,-71.0,-90.0,-90.0,-72,-73,,,-84.0,-86.0,,,,,,,,,-84.0,-82,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-78.0,,,-83,-74,-84.0,,,,,-79.0,-78.0,,,-88.0,,,,,,-64.0,-60.0,-55,,-79.0,-82.0,-86.0,-88.0,-88.0,-88.0,-70.0,-71.0,-89.0,-87.0,-87.0,-82.0,-84.0,-84.0,,-75.0,,-80.0,5af9b56f1a6fb44971564e91,,,,,-92.0,-92.0,-81.0,-81.0,,,,,-73.0,-74.0,-67.0,-71.0,-90.0,-90.0,-72,-73,,,-84.0,-86.0,,,,,,,,,-84.0,-82,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-84.0,,,-80,-73,,,,,,-76.0,-76.0,,-93.0,,,,,,,-69.0,-68.0,-55,,,,-84.0,-88.0,-88.0,-88.0,-71.0,-71.0,-89.0,-87.0,-91.0,-82.0,-85.0,-84.0,,-77.0,,,5af9b5711a6fb44971564e92,,,,,-87.0,-88.0,-82.0,-82.0,,,,,-73.0,-74.0,-63.0,,-80.0,-81.0,-75,-74,,,-83.0,-86.0,,,,,,,,,-89.0,-76,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-83.0,-87.0,,-84,-79,,,,,,-84.0,-83.0,,,,,,,,,-62.0,,-67,,-91.0,-92.0,-86.0,-86.0,,,-81.0,-81.0,,,-84.0,-86.0,-85.0,-86.0,,-77.0,,-82.0,5af9b57c1a6fb44971564e94,,,,,-92.0,-92.0,-83.0,-81.0,,,,,-71.0,,-60.0,-64.0,-80.0,-80.0,-77,-78,,,-82.0,-82.0,,,,,,,,,-89.0,-88,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-83.0,-87.0,,-84,-79,,,,,,-84.0,-83.0,,,,,,,,,-62.0,,-67,,-91.0,-92.0,-86.0,-86.0,,,-81.0,-81.0,,,-84.0,-86.0,-85.0,-86.0,,-77.0,,-82.0,5af9b57d1a6fb44971564e95,,,,,-92.0,-92.0,-83.0,-81.0,,,,,-71.0,,-60.0,-64.0,-80.0,-80.0,-77,-78,,,-82.0,-82.0,,,,,,,,,-89.0,-88,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-83.0,-87.0,,-84,-79,,,,,,-84.0,-83.0,,,,,,,,,-62.0,,-67,,-91.0,-92.0,-86.0,-86.0,,,-81.0,-81.0,,,-84.0,-86.0,-85.0,-86.0,,-77.0,,-82.0,5af9b57e1a6fb44971564e96,,,,,-92.0,-92.0,-83.0,-81.0,,,,,-71.0,,-60.0,-64.0,-80.0,-80.0,-77,-78,,,-82.0,-82.0,,,,,,,,,-89.0,-88,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-83.0,,,-85,-77,,,,,-88.0,-85.0,-85.0,,,,,,,,,-72.0,,-70,,-93.0,-90.0,,,,,-80.0,-79.0,-77.0,,-78.0,-88.0,-88.0,-86.0,,-62.0,,-82.0,5af9b57f1a6fb44971564e97,,,,,,-92.0,,,,,,,-70.0,,-65.0,-64.0,-80.0,-80.0,-76,-78,,,-81.0,-82.0,,,,,,,,,,-88,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-83.0,,,-89,-81,,,,-86.0,-88.0,-85.0,-84.0,,,,,,,,,-71.0,-71.0,-69,,-93.0,-90.0,,,,,-85.0,-84.0,-77.0,,-78.0,-88.0,-88.0,-89.0,,-61.0,,,5af9b5831a6fb44971564e98,,,,,-91.0,-95.0,,,,,,,-63.0,-65.0,-60.0,-64.0,-86.0,-85.0,-79,-80,,,-80.0,-80.0,,,,,,,,,,-91,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-83.0,,,-89,-81,,,,-86.0,-88.0,-85.0,-84.0,,,,,,,,,-71.0,-71.0,-69,,-93.0,-90.0,,,,,-85.0,-84.0,-77.0,,-78.0,-88.0,-88.0,-89.0,,-61.0,,,5af9b5851a6fb44971564e99,,,,,-91.0,-95.0,,,,,,,-63.0,-65.0,-60.0,-64.0,-86.0,-85.0,-79,-80,,,-80.0,-80.0,,,,,,,,,,-91,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
,,,-85,-75,,,,-85.0,,-83.0,-83.0,,,,,,,,,-77.0,-76.0,-71,,,,,,-84.0,,-84.0,-83.0,-77.0,,-79.0,-89.0,-88.0,-88.0,,-68.0,,,5af9b58a1a6fb44971564e9a,,,,,-91.0,-95.0,,,,,,,-68.0,-68.0,-61.0,,-78.0,-79.0,-82,-81,-80.0,-80.0,-84.0,-84.0,,,,,,,,,,-90,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
,,,-84,-72,,,,-89.0,,-80.0,-81.0,,,,,,,,,-77.0,-76.0,-70,,,,,,-89.0,,-82.0,-84.0,-82.0,-83.0,-81.0,-85.0,-85.0,-85.0,,-64.0,,,5af9b58e1a6fb44971564e9b,,,,,,,,,,,,,-74.0,-68.0,-62.0,-62.0,-78.0,-79.0,-84,-82,-80.0,-80.0,-85.0,-86.0,,,,,,,,,,-88,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
,,,-84,-72,,,,-89.0,,-80.0,-81.0,,,,,,,,,-77.0,-76.0,-70,,,,,,-89.0,,-82.0,-84.0,-82.0,-83.0,-81.0,-85.0,-85.0,-85.0,,-64.0,,,5af9b5901a6fb44971564e9c,,,,,,,,,,,,,-74.0,-68.0,-62.0,-62.0,-78.0,-79.0,-84,-82,-80.0,-80.0,-85.0,-86.0,,,,,,,,,,-88,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-85.0,,,-76,-74,-89.0,,,,,-76.0,-75.0,,-93.0,,,,,,,-60.0,-72.0,-53,,,-88.0,,-85.0,-83.0,-84.0,-71.0,-71.0,-81.0,-80.0,-85.0,-86.0,-84.0,-86.0,,-71.0,,-84.0,5af9b59f1a6fb44971564e9d,,,,,,,-81.0,-81.0,,,,,-69.0,-73.0,-62.0,,-75.0,-85.0,-72,-72,,-76.0,-80.0,-80.0,,,-92.0,,,,,,,-82,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-85.0,,,-76,-74,-89.0,,,,,-76.0,-75.0,,-93.0,,,,,,,-60.0,-72.0,-53,,,-88.0,,-85.0,-83.0,-84.0,-71.0,-71.0,-81.0,-80.0,-85.0,-86.0,-84.0,-86.0,,-71.0,,-84.0,5af9b5a01a6fb44971564e9e,,,,,,,-81.0,-81.0,,,,,-69.0,-73.0,-62.0,,-75.0,-85.0,-72,-72,,-76.0,-80.0,-80.0,,,-92.0,,,,,,,-82,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-85.0,,,-74,-69,-89.0,,,,,-76.0,-77.0,,-93.0,,,,,,,-58.0,,-53,,-86.0,-85.0,,-85.0,-83.0,-84.0,-71.0,-71.0,,,-84.0,-84.0,-84.0,-84.0,,-71.0,-92.0,-83.0,5af9b5a11a6fb44971564e9f,,,,,-91.0,-90.0,-83.0,-83.0,,,,,-69.0,,-62.0,,-74.0,-75.0,-77,-78,,,-84.0,-83.0,,,-92.0,,,,,,,-74,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-85.0,,,-74,-69,-89.0,,,,,-76.0,-77.0,,-93.0,,,,,,,-58.0,,-53,,-86.0,-85.0,,-85.0,-83.0,-84.0,-71.0,-71.0,,,-84.0,-84.0,-84.0,-84.0,,-71.0,-92.0,-83.0,5af9b5a21a6fb44971564ea0,,,,,-91.0,-90.0,-83.0,-83.0,,,,,-69.0,,-62.0,,-74.0,-75.0,-77,-78,,,-84.0,-83.0,,,-92.0,,,,,,,-74,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-85.0,,,-86,-82,,,,,,-82.0,-83.0,,,,,,,,,-72.0,-73.0,-68,-72.0,,,,,-89.0,-89.0,-83.0,-83.0,-78.0,-78.0,-78.0,-84.0,-84.0,-83.0,,-56.0,,-93.0,5af9b5cd1a6fb44971564ea2,,,,,,,,,,,,,-63.0,-63.0,-71.0,,,,-75,-75,-85.0,,-84.0,-82.0,,,-90.0,-89.0,,,,,,-90,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-85.0,,,-86,-82,,,,,,-82.0,-83.0,,,,,,,,,-72.0,-73.0,-68,-72.0,,,,,-89.0,-89.0,-83.0,-83.0,-78.0,-78.0,-78.0,-84.0,-84.0,-83.0,,-56.0,,-93.0,5af9b5ce1a6fb44971564ea3,,,,,,,,,,,,,-63.0,-63.0,-71.0,,,,-75,-75,-85.0,,-84.0,-82.0,,,-90.0,-89.0,,,,,,-90,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-78.0,,,-75,-74,-91.0,,,,,-85.0,-83.0,,,,,,,,,-68.0,-70.0,-70,,,,,,-89.0,-89.0,-84.0,-84.0,-78.0,-78.0,-78.0,-84.0,-84.0,-86.0,,-59.0,,-93.0,5af9b5d01a6fb44971564ea4,,,,,,,-86.0,,,,,,-68.0,-70.0,-67.0,,,,-76,-76,-82.0,-83.0,-80.0,-80.0,,,-91.0,,,,,,,-90,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-78.0,,,-75,-74,-91.0,,,,,-85.0,-83.0,,,,,,,,,-68.0,-70.0,-70,,,,,,-89.0,-89.0,-84.0,-84.0,-78.0,-78.0,-78.0,-84.0,-84.0,-86.0,,-59.0,,-93.0,5af9b5d21a6fb44971564ea5,,,,,,,-86.0,,,,,,-68.0,-70.0,-67.0,,,,-76,-76,-82.0,-83.0,-80.0,-80.0,,,-91.0,,,,,,,-90,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-85.0,,,-82,-80,-91.0,,,-84.0,-86.0,-82.0,-82.0,,,,,,,,,-68.0,-70.0,-70,,,,,,-89.0,,-84.0,-84.0,-78.0,-78.0,-80.0,-84.0,-84.0,-84.0,,-59.0,,,5af9b5d31a6fb44971564ea6,,,,,-89.0,-89.0,-86.0,-84.0,,,,,-68.0,-70.0,-59.0,-60.0,-72.0,,-76,-81,-82.0,-83.0,-80.0,-83.0,,,-91.0,,,,,,,-91,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-85.0,,,-82,-80,-91.0,,,-84.0,-86.0,-82.0,-82.0,,,,,,,,,-68.0,-70.0,-70,,,,,,-89.0,,-84.0,-84.0,-78.0,-78.0,-80.0,-84.0,-84.0,-84.0,,-59.0,,,5af9b5d41a6fb44971564ea7,,,,,-89.0,-89.0,-86.0,-84.0,,,,,-68.0,-70.0,-59.0,-60.0,-72.0,,-76,-81,-82.0,-83.0,-80.0,-83.0,,,-91.0,,,,,,,-91,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-85.0,,,-82,-80,-91.0,,,-84.0,-86.0,-82.0,-82.0,,,,,,,,,-68.0,-70.0,-70,,,,,,-89.0,,-84.0,-84.0,-78.0,-78.0,-80.0,-84.0,-84.0,-84.0,,-59.0,,,5af9b5d61a6fb44971564ea8,,,,,-89.0,-89.0,-86.0,-84.0,,,,,-68.0,-70.0,-59.0,-60.0,-72.0,,-76,-81,-82.0,-83.0,-80.0,-83.0,,,-91.0,,,,,,,-91,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-86.0,,,-81,-79,-91.0,,,-84.0,-86.0,-81.0,-82.0,,,,,,,,,-76.0,-75.0,-71,,,,,,,,-83.0,-82.0,,,-85.0,-86.0,-85.0,-85.0,,-69.0,,-84.0,5af9b5d71a6fb44971564ea9,,,,,-89.0,-89.0,-86.0,-84.0,,,,,-70.0,-69.0,-59.0,-60.0,-72.0,,-75,-76,-82.0,-81.0,-84.0,-83.0,,,-90.0,-90.0,,,,,,-89,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-86.0,,,-81,-79,-91.0,,,-84.0,-86.0,-81.0,-82.0,,,,,,,,,-76.0,-75.0,-71,,,,,,,,-83.0,-82.0,,,-85.0,-86.0,-85.0,-85.0,,-69.0,,-84.0,5af9b5d91a6fb44971564eaa,,,,,-89.0,-89.0,-86.0,-84.0,,,,,-70.0,-69.0,-59.0,-60.0,-72.0,,-75,-76,-82.0,-81.0,-84.0,-83.0,,,-90.0,-90.0,,,,,,-89,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-86.0,,,-79,-73,,,,-84.0,-86.0,-83.0,-83.0,,,,,,,,,-76.0,-75.0,-68,,,,,,-85.0,-84.0,-82.0,-81.0,-84.0,-84.0,-85.0,-83.0,-84.0,-82.0,,-64.0,,-84.0,5af9b5db1a6fb44971564eab,,,,,-89.0,-89.0,-86.0,-84.0,,,,,-66.0,-69.0,-64.0,-60.0,-73.0,,-79,-79,,-81.0,-84.0,-83.0,,,-90.0,-90.0,,,,,,-89,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-83.0,,,-80,-75,-86.0,,,,,-84.0,-85.0,,,,,,,,,-70.0,-71.0,-69,,,,,,-85.0,-84.0,-84.0,-81.0,-84.0,-84.0,-81.0,-83.0,-85.0,-82.0,,-60.0,,-85.0,5af9b5df1a6fb44971564eac,,,,,,,-86.0,-84.0,,,,,-63.0,-63.0,-60.0,,-76.0,-77.0,-72,-72,,-81.0,-84.0,-83.0,,,-90.0,-90.0,,,,,,-87,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-83.0,,,-80,-75,-86.0,,,,,-84.0,-85.0,,,,,,,,,-70.0,-71.0,-69,,,,,,-85.0,-84.0,-84.0,-81.0,-84.0,-84.0,-81.0,-83.0,-85.0,-82.0,,-60.0,,-85.0,5af9b5e11a6fb44971564ead,,,,,,,-86.0,-84.0,,,,,-63.0,-63.0,-60.0,,-76.0,-77.0,-72,-72,,-81.0,-84.0,-83.0,,,-90.0,-90.0,,,,,,-87,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-83.0,,,-80,-74,-86.0,,,,,-83.0,-84.0,,,,,,,,,-72.0,-71.0,-69,,-89.0,,,,-85.0,-84.0,-81.0,-81.0,-84.0,-84.0,-81.0,-82.0,-82.0,-82.0,,-61.0,,-90.0,5af9b5e41a6fb44971564eae,,,,,-90.0,-89.0,,,,,,,-63.0,-63.0,-65.0,-65.0,-81.0,-80.0,-77,-77,,,-84.0,-83.0,,,,,,,,,,-90,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-81.0,-85.0,,-79,-75,,,,,,-82.0,-84.0,,,,,,,,,-85.0,,-70,,-90.0,-90.0,,,-82.0,-82.0,-80.0,-80.0,-87.0,-89.0,-88.0,-86.0,-82.0,-88.0,,-58.0,,-90.0,5af9b5ec1a6fb44971564eaf,,,,,-88.0,-88.0,,,,,,,-68.0,-62.0,-62.0,-62.0,-85.0,-85.0,-72,-72,-83.0,,-81.0,-85.0,,,-88.0,-88.0,,,,,,-89,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
