00:14:bf:eb:81:5d,00:22:b0:68:05:36,02:2c:2c:36:bb:34,20:c9:d0:aa:22:68,20:c9:d0:aa:22:69,22:e2:30:f4:40:5d,34:fc:b9:ee:20:20,34:fc:b9:ee:20:21,34:fc:b9:ee:da:a0,34:fc:b9:ee:da:a1,34:fc:b9:ee:da:b0,34:fc:b9:ee:da:b1,38:72:c0:47:8a:af,38:d5:47:73:ef:f8,38:d5:47:73:ef:fc,40:b0:34:b2:2c:a2,40:e3:d6:b1:b2:c0,40:e3:d6:b1:b2:c1,40:e3:d6:b1:b2:d0,40:e3:d6:b1:b2:d1,40:e3:d6:b2:47:40,40:e3:d6:b2:47:41,40:e3:d6:b2:47:50,40:e3:d6:b2:47:51,40:e3:d6:b2:49:a0,40:e3:d6:b2:49:a1,40:e3:d6:b2:49:b0,40:e3:d6:b2:49:b1,40:e3:d6:b2:4d:40,40:e3:d6:b2:4d:41,40:e3:d6:b2:4d:50,40:e3:d6:b2:4d:51,40:e3:d6:b2:54:20,40:e3:d6:b2:54:21,40:e3:d6:b2:54:23,40:e3:d6:b2:54:30,40:e3:d6:b2:54:31,40:e3:d6:b2:54:33,54:b8:0a:12:e7:ae,60:e3:27:be:73:bc,6a:14:01:38:a9:9f,90:94:e4:3d:43:98,_id,a8:bd:27:6a:a5:c0,a8:bd:27:6a:a5:c1,a8:bd:27:6a:a5:d0,a8:bd:27:6a:a5:d1,a8:bd:27:6a:a8:e0,a8:bd:27:6a:a8:e1,a8:bd:27:6a:a8:f0,a8:bd:27:6a:a8:f1,a8:bd:27:6a:b5:40,a8:bd:27:6a:b5:41,a8:bd:27:6a:b5:50,a8:bd:27:6a:b5:51,a8:bd:27:6a:c1:c0,a8:bd:27:6a:c1:c1,a8:bd:27:6a:c1:d0,a8:bd:27:6a:c1:d1,a8:bd:27:6a:c6:60,a8:bd:27:6a:c6:61,a8:bd:27:6a:c6:70,a8:bd:27:6a:c6:71,ac:a3:1e:df:0a:60,ac:a3:1e:df:0a:61,ac:a3:1e:df:0a:70,ac:a3:1e:df:0a:71,ac:a3:1e:df:3b:40,ac:a3:1e:df:3b:41,ac:a3:1e:df:43:20,ac:a3:1e:df:43:21,ac:a3:1e:df:43:30,ac:a3:1e:df:43:31,ac:a3:1e:df:46:20,ac:a3:1e:df:46:21,e4:8d:8c:9d:a2:ca,f4:f2:6d:c4:fc:72,lat,lng,waypoint_id
-78.0,-79.0,,-69,-65,-79.0,,,,-86.0,-70.0,-70.0,,,-86.0,-84.0,,,,,-58.0,-57.0,-38,,-82.0,-85.0,,,-65.0,-71.0,-56.0,-56.0,-88.0,-87.0,,,,,,-85.0,-85.0,-83.0,5af9b2b71a6fb40ea5949f71,,,,,-68.0,-67.0,-66.0,,,,,,,,-81.0,-81.0,-81.0,-82.0,-77,-77,,,,,,,,,,,,,-81.0,-90,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-76.0,-83.0,,-69,-63,-74.0,,,,,-66.0,-66.0,,,-85.0,-86.0,,,,,-58.0,,-40,,-83.0,-84.0,,,-62.0,-71.0,-54.0,-54.0,-89.0,-90.0,-92.0,,,,,-85.0,-87.0,-82.0,5af9b2b91a6fb40ea5949f72,,,,,-68.0,-67.0,-61.0,,,,,,,,-81.0,-81.0,-84.0,-84.0,-75,-76,,,,,,,,,,,,,-83.0,-92,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-74.0,-82.0,,-71,-63,-76.0,,,,,-66.0,-66.0,,-94.0,-86.0,-84.0,,,,,-55.0,,-40,,-81.0,-81.0,,,-62.0,-71.0,-53.0,-54.0,-89.0,-92.0,-90.0,,,,,-85.0,-87.0,-82.0,5af9b2bb1a6fb40ea5949f73,,,,,-64.0,-67.0,-61.0,,,,,,,,-82.0,-81.0,-84.0,-84.0,-77,-77,,,,,,,,,,,,,-82.0,-88,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-74.0,-82.0,,-71,-63,-76.0,,,,,-66.0,-66.0,,-94.0,-86.0,-84.0,,,,,-55.0,,-40,,-81.0,-81.0,,,-62.0,-71.0,-53.0,-54.0,-89.0,-92.0,-90.0,,,,,-85.0,-87.0,-82.0,5af9b2bc1a6fb40ea5949f74,,,,,-64.0,-67.0,-61.0,,,,,,,,-82.0,-81.0,-84.0,-84.0,-77,-77,,,,,,,,,,,,,-82.0,-88,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-78.0,-80.0,,-70,-61,-76.0,,,,,-65.0,-67.0,,-94.0,-88.0,-87.0,,,,,-60.0,,-42,,-85.0,-85.0,,,-62.0,,-57.0,-57.0,-89.0,-92.0,-90.0,,,,,-88.0,-87.0,-80.0,5af9b2bf1a6fb40ea5949f75,,,,,-64.0,-64.0,-64.0,,,,,,,,-75.0,-75.0,-84.0,-84.0,-76,-77,,,,,,,,,,,,,-82.0,-89,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-73.0,-79.0,,-70,-61,-74.0,,,,,-68.0,-68.0,-86.0,-94.0,-85.0,-84.0,,,,,-53.0,,-37,,-85.0,-85.0,,,-65.0,-66.0,-57.0,-57.0,-89.0,-92.0,-90.0,,,,,-88.0,-87.0,-79.0,5af9b2c41a6fb40ea5949f76,,,,,-64.0,-64.0,-59.0,,,,,,,-87.0,-75.0,-75.0,-84.0,-84.0,-77,-77,,,,,,,,,,,,,-82.0,-87,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-73.0,-79.0,,-71,-65,-72.0,,,,,-72.0,-72.0,-88.0,-94.0,-85.0,-82.0,,,,,-66.0,,-37,,-76.0,-85.0,,,-67.0,-68.0,-55.0,-55.0,-89.0,-92.0,-90.0,,,,,-88.0,-87.0,-82.0,5af9b2c71a6fb40ea5949f77,,,,,-65.0,-64.0,-61.0,,,,,,-81.0,-87.0,-75.0,-75.0,-84.0,,-78,-77,,-90.0,,,,,,,,,,,-82.0,-92,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-71.0,-86.0,,-77,-65,-73.0,,,,,-72.0,-72.0,-88.0,,-86.0,-85.0,,,,,-51.0,,-39,,-76.0,-85.0,,,-67.0,-68.0,-63.0,-63.0,,,,,,,,-88.0,-89.0,-80.0,5af9b2c81a6fb40ea5949f78,,,,,-64.0,-64.0,-60.0,,,,,,-81.0,-87.0,-75.0,-75.0,,,-76,-77,,-90.0,,,,,,,,,,,-82.0,-88,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-71.0,-86.0,,-77,-65,-73.0,,,,,-72.0,-72.0,-88.0,,-86.0,-85.0,,,,,-51.0,,-39,,-76.0,-85.0,,,-67.0,-68.0,-63.0,-63.0,,,,,,,,-88.0,-89.0,-80.0,5af9b2cb1a6fb40ea5949f79,,,,,-64.0,-64.0,-60.0,,,,,,-81.0,-87.0,-75.0,-75.0,,,-76,-77,,-90.0,,,,,,,,,,,-82.0,-88,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-73.0,-80.0,,-73,-69,-73.0,,,,,-72.0,-72.0,-88.0,,-87.0,-91.0,,,,,-57.0,,-37,,-76.0,,,,-71.0,-71.0,-59.0,-63.0,,,-87.0,,,,,,-87.0,-84.0,5af9b2cc1a6fb40ea5949f7a,,,,,-64.0,,-58.0,,,,,,-81.0,-87.0,,,,,-76,-76,,-90.0,,,,,,,,,,,-79.0,-89,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-70.0,-80.0,,-75,-71,-71.0,,,,,-69.0,-69.0,-85.0,,-87.0,-85.0,,,,,-54.0,-54.0,-37,,-76.0,,,,-71.0,-71.0,-63.0,-63.0,,,-87.0,,,,,-88.0,-88.0,-80.0,5af9b2d01a6fb40ea5949f7b,,,,,-64.0,,-63.0,,,,,,-84.0,-83.0,,,,,-77,-77,-91.0,-90.0,,,,,,,,,,,-79.0,-89,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-70.0,-80.0,,-75,-71,-71.0,,,,,-69.0,-69.0,-85.0,,-87.0,-85.0,,,,,-54.0,-54.0,-37,,-76.0,,,,-71.0,-71.0,-63.0,-63.0,,,-87.0,,,,,-88.0,-88.0,-80.0,5af9b2d11a6fb40ea5949f7c,,,,,-64.0,,-63.0,,,,,,-84.0,-83.0,,,,,-77,-77,-91.0,-90.0,,,,,,,,,,,-79.0,-89,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-76.0,-88.0,,-77,-67,-71.0,,,,,-71.0,-71.0,-85.0,,-86.0,-88.0,,,,,-63.0,-54.0,-37,,-76.0,,,,-74.0,-74.0,-63.0,-63.0,,,-91.0,,,,,-87.0,-90.0,-80.0,5af9b2d21a6fb40ea5949f7d,,,,,-64.0,,-64.0,,,,,,-84.0,-83.0,-74.0,-74.0,,,-77,-77,-91.0,,,,,,,,,,,,-79.0,-89,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-76.0,-88.0,,-77,-67,-71.0,,,,,-71.0,-71.0,-85.0,,-86.0,-88.0,,,,,-63.0,-54.0,-37,,-76.0,,,,-74.0,-74.0,-63.0,-63.0,,,-91.0,,,,,-87.0,-90.0,-80.0,5af9b2d41a6fb40ea5949f7e,,,,,-64.0,,-64.0,,,,,,-84.0,-83.0,-74.0,-74.0,,,-77,-77,-91.0,,,,,,,,,,,,-79.0,-89,39.47895130738309,-6.342148594558239,5af9b2b11a6fb40ea5949f6b
-78.0,-78.0,,-68,-68,-75.0,,,,-81.0,-74.0,-68.0,-85.0,-93.0,-83.0,-83.0,,,,,-52.0,-51.0,-45,,-76.0,-79.0,,,-62.0,-66.0,-57.0,-57.0,,,,,,,,-79.0,-81.0,-80.0,5af9b2e11a6fb40ea5949f80,,,,,-77.0,,-67.0,,,,,,-77.0,-86.0,,,-79.0,-80.0,-78,-77,-85.0,-85.0,,,,,,,,,,,-81.0,-82,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-78.0,-78.0,,-68,-68,-75.0,,,,-81.0,-74.0,-68.0,-85.0,-93.0,-83.0,-83.0,,,,,-52.0,-51.0,-45,,-76.0,-79.0,,,-62.0,-66.0,-57.0,-57.0,,,,,,,,-79.0,-81.0,-80.0,5af9b2e21a6fb40ea5949f81,,,,,-77.0,,-67.0,,,,,,-77.0,-86.0,,,-79.0,-80.0,-78,-77,-85.0,-85.0,,,,,,,,,,,-81.0,-82,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-66.0,-76.0,,-75,-65,-71.0,,,,-81.0,-72.0,-71.0,-85.0,-93.0,-86.0,-83.0,,,,,-55.0,-58.0,-46,,-76.0,-79.0,,,-66.0,-66.0,-61.0,-61.0,,-91.0,,,,,,-79.0,-76.0,-78.0,5af9b2e51a6fb40ea5949f82,,,,,-77.0,,-67.0,,,,,,-77.0,-86.0,,,-84.0,-79.0,-79,-79,-85.0,-85.0,,,,,,,,,,,-81.0,-87,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-66.0,-76.0,,-75,-65,-71.0,,,,-81.0,-72.0,-71.0,-85.0,-93.0,-86.0,-83.0,,,,,-55.0,-58.0,-46,,-76.0,-79.0,,,-66.0,-66.0,-61.0,-61.0,,-91.0,,,,,,-79.0,-76.0,-78.0,5af9b2e61a6fb40ea5949f83,,,,,-77.0,,-67.0,,,,,,-77.0,-86.0,,,-84.0,-79.0,-79,-79,-85.0,-85.0,,,,,,,,,,,-81.0,-87,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-73.0,-78.0,,-76,-64,-64.0,,,,,-82.0,-83.0,-85.0,,-86.0,-83.0,,,,,-63.0,-62.0,-54,,-70.0,,,,-58.0,-66.0,-56.0,-56.0,,-91.0,,,,,,-79.0,-73.0,-78.0,5af9b2ea1a6fb40ea5949f84,,,,,-77.0,,-67.0,,,,,,-77.0,-91.0,,,-84.0,-91.0,-84,-79,-91.0,-92.0,,,,,,,,,,,-88.0,-93,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-67.0,-79.0,,-72,-66,-71.0,,,,,-83.0,-83.0,-89.0,,-86.0,,,,,,-80.0,-81.0,-53,-57.0,-82.0,-73.0,,,-58.0,,-59.0,-59.0,,-91.0,,,,,,,-77.0,-83.0,5af9b2ee1a6fb40ea5949f85,,,,-88.0,-75.0,-72.0,,,,,,,,-91.0,,,-91.0,-91.0,-84,-82,-91.0,-92.0,,,,,,,,,,,-88.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-67.0,-79.0,,-72,-66,-71.0,,,,,-83.0,-83.0,-89.0,,-86.0,,,,,,-80.0,-81.0,-53,-57.0,-82.0,-73.0,,,-58.0,,-59.0,-59.0,,-91.0,,,,,,,-77.0,-83.0,5af9b2ef1a6fb40ea5949f86,,,,-88.0,-75.0,-72.0,,,,,,,,-91.0,,,-91.0,-91.0,-84,-82,-91.0,-92.0,,,,,,,,,,,-88.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-67.0,-79.0,,-72,-66,-71.0,,,,,-83.0,-83.0,-89.0,,-86.0,,,,,,-80.0,-81.0,-53,-57.0,-82.0,-73.0,,,-58.0,,-59.0,-59.0,,-91.0,,,,,,,-77.0,-83.0,5af9b2f01a6fb40ea5949f87,,,,-88.0,-75.0,-72.0,,,,,,,,-91.0,,,-91.0,-91.0,-84,-82,-91.0,-92.0,,,,,,,,,,,-88.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-70.0,-79.0,,-81,-67,-71.0,,,,,-83.0,-83.0,-89.0,,,-87.0,,,,,-67.0,-81.0,-54,-58.0,-82.0,-73.0,,,-58.0,,-58.0,-58.0,,,,,,,,-90.0,-78.0,-83.0,5af9b2f11a6fb40ea5949f88,,,,-88.0,-78.0,-79.0,,,,,,,,-91.0,-80.0,-80.0,-91.0,-91.0,-83,-82,-91.0,-92.0,,,,,,,,,,,-88.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-70.0,-79.0,,-81,-67,-71.0,,,,,-83.0,-83.0,-89.0,,,-87.0,,,,,-67.0,-81.0,-54,-58.0,-82.0,-73.0,,,-58.0,,-58.0,-58.0,,,,,,,,-90.0,-78.0,-83.0,5af9b2f31a6fb40ea5949f89,,,,-88.0,-78.0,-79.0,,,,,,,,-91.0,-80.0,-80.0,-91.0,-91.0,-83,-82,-91.0,-92.0,,,,,,,,,,,-88.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-69.0,-77.0,,-77,-64,-74.0,,,,,-82.0,-82.0,-89.0,,,-87.0,,,,,-68.0,-70.0,-55,-58.0,-82.0,-73.0,,,,,-59.0,-60.0,,,,,,,,-90.0,-78.0,-83.0,5af9b2f61a6fb40ea5949f8a,-89.0,-89.0,,-88.0,-76.0,-77.0,,,,,,,,,-80.0,-80.0,-92.0,,-84,-86,,,,,,,,,,,,,,-87,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-65.0,-78.0,,-75,-69,-74.0,,,,,-74.0,-74.0,-89.0,,,-87.0,,,,,-68.0,-70.0,-51,-58.0,-71.0,-71.0,,,-63.0,-63.0,-57.0,-57.0,,,,,,,,-89.0,-75.0,-83.0,5af9b2f81a6fb40ea5949f8b,-89.0,-89.0,,,-76.0,-77.0,,,,,,,,,-85.0,-85.0,-92.0,,-75,-76,,,,,,,,,,,,,,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-66.0,-74.0,,-74,-67,-72.0,,,,,-79.0,-79.0,,,,-84.0,,,,,-64.0,-70.0,-50,-58.0,-79.0,-71.0,,,-67.0,-70.0,-60.0,-61.0,,,,,,-85.0,,-84.0,-76.0,,5af9b2fc1a6fb40ea5949f8c,-89.0,-89.0,,,-76.0,-77.0,,,,,,,,,-80.0,-81.0,-92.0,,-79,-79,,,,,,,,,,,,,-87.0,-87,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-66.0,-74.0,-92.0,-73,-67,-75.0,,,,,-78.0,-78.0,,,-88.0,-84.0,,,,,-56.0,-57.0,-49,,-79.0,-71.0,,,-65.0,-74.0,-61.0,-62.0,,,,,,-85.0,,-84.0,-76.0,-83.0,5af9b2ff1a6fb40ea5949f8d,-89.0,-89.0,,-89.0,-81.0,-77.0,,,,,,,,,-80.0,-81.0,-92.0,,-78,-78,,,,,,,,,,,,,-87.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-66.0,-74.0,-92.0,-73,-67,-75.0,,,,,-78.0,-78.0,,,-88.0,-84.0,,,,,-56.0,-57.0,-49,,-79.0,-71.0,,,-65.0,-74.0,-61.0,-62.0,,,,,,-85.0,,-84.0,-76.0,-83.0,5af9b3001a6fb40ea5949f8e,-89.0,-89.0,,-89.0,-81.0,-77.0,,,,,,,,,-80.0,-81.0,-92.0,,-78,-78,,,,,,,,,,,,,-87.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-69.0,-81.0,-92.0,-80,-71,-75.0,,,,,-76.0,-77.0,-81.0,,-88.0,-89.0,,,,,-59.0,-60.0,-48,,-77.0,-71.0,,,-63.0,-74.0,-59.0,-60.0,,,,,,-85.0,,-84.0,-85.0,-83.0,5af9b3021a6fb40ea5949f8f,,,,-89.0,-78.0,-79.0,,,,,,,-83.0,-84.0,-80.0,-81.0,-81.0,-82.0,-79,-78,,-90.0,,,,,,,,,,,-87.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-69.0,-81.0,-92.0,-80,-71,-75.0,,,,,-76.0,-77.0,-81.0,,-88.0,-89.0,,,,,-59.0,-60.0,-48,,-77.0,-71.0,,,-63.0,-74.0,-59.0,-60.0,,,,,,-85.0,,-84.0,-85.0,-83.0,5af9b3031a6fb40ea5949f90,,,,-89.0,-78.0,-79.0,,,,,,,-83.0,-84.0,-80.0,-81.0,-81.0,-82.0,-79,-78,,-90.0,,,,,,,,,,,-87.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-68.0,-80.0,-92.0,-79,-73,-78.0,,,,,-78.0,-77.0,-81.0,,-90.0,-87.0,,,,,-58.0,-60.0,-48,,-76.0,-76.0,,,-63.0,-74.0,-57.0,-57.0,,,,,,-85.0,,-87.0,-84.0,-83.0,5af9b3061a6fb40ea5949f91,,,,-89.0,-78.0,-79.0,,,,,,,-83.0,-84.0,-83.0,-83.0,-81.0,-82.0,-80,-81,,-90.0,,,,,,,,,,,-87.0,-86,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-68.0,-80.0,-92.0,-79,-73,-78.0,,,,,-78.0,-77.0,-81.0,,-90.0,-87.0,,,,,-58.0,-60.0,-48,,-76.0,-76.0,,,-63.0,-74.0,-57.0,-57.0,,,,,,-85.0,,-87.0,-84.0,-83.0,5af9b3081a6fb40ea5949f92,,,,-89.0,-78.0,-79.0,,,,,,,-83.0,-84.0,-83.0,-83.0,-81.0,-82.0,-80,-81,,-90.0,,,,,,,,,,,-87.0,-86,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-72.0,-80.0,-92.0,-78,-66,-78.0,,,,,-75.0,-75.0,-81.0,,-88.0,-87.0,,,,,-56.0,-60.0,-49,,-75.0,-76.0,,,-64.0,-64.0,-60.0,-60.0,,,,,,,,-84.0,-86.0,-90.0,5af9b3091a6fb40ea5949f93,,,,-89.0,-77.0,-79.0,,,,,,,-83.0,-84.0,-80.0,-80.0,-81.0,-82.0,-79,-79,,-90.0,,,,,,,,,,,,-91,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-72.0,-80.0,,-78,-67,-75.0,,,,,-75.0,-75.0,-84.0,,-87.0,-87.0,,,,,-51.0,-60.0,-47,,-75.0,-76.0,,,-68.0,-69.0,-57.0,-58.0,,,,,,,,-86.0,-86.0,-85.0,5af9b30e1a6fb40ea5949f94,,,,,-77.0,-79.0,,,,,,,-89.0,-90.0,-80.0,-80.0,-81.0,-82.0,-81,-81,-89.0,-89.0,,,,,,,,,,,-85.0,-91,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-65.0,-80.0,,-74,-68,-75.0,,,,,-81.0,-81.0,-84.0,,-87.0,-86.0,,,,,-51.0,,-47,,-75.0,-76.0,,,-61.0,-61.0,-57.0,-58.0,,,-89.0,,-83.0,-82.0,,-86.0,-82.0,-76.0,5af9b3111a6fb40ea5949f95,,,,,-77.0,,,,,,,,-89.0,-90.0,-80.0,-80.0,,,-85,-84,-89.0,-89.0,,,,,,,,,,,-85.0,-85,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-64.0,-80.0,,-74,-69,-75.0,,,,,-79.0,-79.0,-84.0,,-87.0,-86.0,,,,,-52.0,,-49,,-79.0,-79.0,,,-71.0,-61.0,-61.0,-60.0,,,-85.0,,-83.0,-82.0,,-86.0,-89.0,-75.0,5af9b3131a6fb40ea5949f96,,,,,-84.0,-84.0,,,,,,,-89.0,-90.0,-81.0,-81.0,,,-84,-83,-89.0,-89.0,,,,,,,,,,,-85.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-67.0,-81.0,,-74,-75,-74.0,,,,,-79.0,-79.0,-89.0,,-87.0,-86.0,,,,,-48.0,,-49,,-79.0,-79.0,,,-72.0,-75.0,-57.0,-57.0,,,-87.0,,-83.0,-82.0,,-86.0,-89.0,-76.0,5af9b3191a6fb40ea5949f97,,-91.0,,,-84.0,-84.0,,,,,,,-79.0,-80.0,-81.0,-81.0,,,-80,-80,-89.0,-89.0,,,,,,,,,,,-85.0,-87,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-67.0,-81.0,,-74,-75,-74.0,,,,,-79.0,-79.0,-89.0,,-87.0,-86.0,,,,,-48.0,,-49,,-79.0,-79.0,,,-72.0,-75.0,-57.0,-57.0,,,-87.0,,-83.0,-82.0,,-86.0,-89.0,-76.0,5af9b31a1a6fb40ea5949f98,,-91.0,,,-84.0,-84.0,,,,,,,-79.0,-80.0,-81.0,-81.0,,,-80,-80,-89.0,-89.0,,,,,,,,,,,-85.0,-87,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-66.0,-79.0,,-72,-73,-74.0,,,,,-79.0,-79.0,-89.0,,-88.0,-86.0,,,,,-49.0,,-44,,-79.0,-79.0,,,-72.0,-75.0,-56.0,-56.0,,,-85.0,,-83.0,-82.0,,-78.0,-82.0,-76.0,5af9b31b1a6fb40ea5949f99,,-91.0,-88.0,-87.0,-84.0,-84.0,,,,,,,-79.0,-80.0,-80.0,-80.0,,,-78,-79,,,,,,,,,,,,,-86.0,-86,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-67.0,-79.0,,-72,-69,-74.0,,,,,-76.0,-76.0,-89.0,,-87.0,-83.0,,,,,-49.0,,-44,,-79.0,-79.0,,,-64.0,-65.0,-56.0,-56.0,,,-85.0,,,,,-83.0,-89.0,-79.0,5af9b31d1a6fb40ea5949f9a,,-91.0,-88.0,-87.0,-84.0,-84.0,,,,,,,-77.0,-80.0,-80.0,-80.0,,,-80,-80,,,,,,,,,,,,,-86.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-67.0,-79.0,,-72,-69,-74.0,,,,,-76.0,-76.0,-89.0,,-87.0,-83.0,,,,,-49.0,,-44,,-79.0,-79.0,,,-64.0,-65.0,-56.0,-56.0,,,-85.0,,,,,-83.0,-89.0,-79.0,5af9b31e1a6fb40ea5949f9b,,-91.0,-88.0,-87.0,-84.0,-84.0,,,,,,,-77.0,-80.0,-80.0,-80.0,,,-80,-80,,,,,,,,,,,,,-86.0,-88,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-64.0,-76.0,,-73,-72,-73.0,,,,,-77.0,-78.0,-89.0,,-87.0,-88.0,,,,,-50.0,-51.0,-45,,,,,,-64.0,-65.0,-54.0,-54.0,-88.0,,-87.0,,,,,-83.0,-88.0,-79.0,5af9b3211a6fb40ea5949f9c,,-91.0,-88.0,-87.0,,-76.0,,,,,,,-77.0,-85.0,-80.0,-80.0,-81.0,-80.0,-79,-78,,,,,,,,,,,,,-86.0,-87,39.47890136173855,-6.342213973402978,5af9b2e11a6fb40ea5949f7f
-71.0,-77.0,,-80,-76,-81.0,,,,,-65.0,-66.0,-82.0,,-85.0,,,,,,-59.0,-59.0,-49,,-74.0,,,,-70.0,-75.0,-64.0,-64.0,,,-78.0,,,-79.0,,-76.0,-86.0,-81.0,5af9b3351a6fb40ea5949f9e,,,,,-66.0,-80.0,-71.0,,,,,,-73.0,-74.0,-71.0,-70.0,-74.0,,-72,-73,-78.0,-77.0,,,,,,,,,,,-79.0,-66,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-71.0,-77.0,,-80,-76,-81.0,,,,,-65.0,-66.0,-82.0,,-85.0,,,,,,-59.0,-59.0,-49,,-74.0,,,,-70.0,-75.0,-64.0,-64.0,,,-78.0,,,-79.0,,-76.0,-86.0,-81.0,5af9b3361a6fb40ea5949f9f,,,,,-66.0,-80.0,-71.0,,,,,,-73.0,-74.0,-71.0,-70.0,-74.0,,-72,-73,-78.0,-77.0,,,,,,,,,,,-79.0,-66,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-76.0,-77.0,,-80,-81,-81.0,,,,,-66.0,-66.0,-82.0,,-85.0,,,,,,-52.0,-59.0,-55,,-74.0,,,,-70.0,-75.0,-66.0,-65.0,,,,,,-79.0,,-75.0,-86.0,-85.0,5af9b3381a6fb40ea5949fa0,,,,,-66.0,-80.0,-71.0,,,,,,-73.0,-80.0,,,-75.0,,-71,-71,-78.0,-77.0,,,,,,,,,,,-79.0,-71,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-76.0,-77.0,,-80,-81,-81.0,,,,,-66.0,-66.0,-82.0,,-85.0,,,,,,-52.0,-59.0,-55,,-74.0,,,,-70.0,-75.0,-66.0,-65.0,,,,,,-79.0,,-75.0,-86.0,-85.0,5af9b33a1a6fb40ea5949fa1,,,,,-66.0,-80.0,-71.0,,,,,,-73.0,-80.0,,,-75.0,,-71,-71,-78.0,-77.0,,,,,,,,,,,-79.0,-71,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-76.0,,,-86,-77,-81.0,,,-81.0,-81.0,-67.0,-67.0,-82.0,,-85.0,,,,,,-52.0,-52.0,-53,,-74.0,,,,-70.0,-75.0,-66.0,-66.0,-85.0,-86.0,-84.0,,,-79.0,,-75.0,-86.0,-85.0,5af9b33c1a6fb40ea5949fa2,,,,,-88.0,-87.0,,,,,,,-73.0,-80.0,,,-73.0,-74.0,-71,-71,-81.0,-77.0,,,,,,,,,,,-87.0,-69,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-76.0,,,-86,-77,-81.0,,,-81.0,-81.0,-67.0,-67.0,-82.0,,-85.0,,,,,,-52.0,-52.0,-53,,-74.0,,,,-70.0,-75.0,-66.0,-66.0,-85.0,-86.0,-84.0,,,-79.0,,-75.0,-86.0,-85.0,5af9b33e1a6fb40ea5949fa3,,,,,-88.0,-87.0,,,,,,,-73.0,-80.0,,,-73.0,-74.0,-71,-71,-81.0,-77.0,,,,,,,,,,,-87.0,-69,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
